kst_dtm,kpx_group_1,kpx_group_2,kpx_group_3,kpx_group_1_longzero,kpx_group_2_longzero,kpx_group_3_longzero
2022-01-01 01:00:00,12004.421,9719.242,,0,0,0
2022-01-01 02:00:00,12901.137,10297.768,,0,0,0
2022-01-01 03:00:00,12091.2,10731.663,,0,0,0
2022-01-01 04:00:00,17167.768,13841.242,,0,0,0
2022-01-01 05:00:00,19134.758,14014.8,,0,0,0
2022-01-01 06:00:00,16806.189,11787.474,,0,0,0
2022-01-01 07:00:00,12177.979,7896.884,,0,0,0
2022-01-01 08:00:00,9111.789,5872.042,,0,0,0
2022-01-01 09:00:00,3688.105,2183.937,,0,0,0
2022-01-01 10:00:00,3803.811,1851.284,,0,0,0
2022-01-01 11:00:00,4020.758,1345.074,,0,0,0
2022-01-01 12:00:00,940.105,404.968,,0,0,0
2022-01-01 13:00:00,520.674,188.021,,0,0,0
2022-01-01 14:00:00,3688.105,2256.253,,0,0,0
2022-01-01 15:00:00,2661.221,3774.884,,0,0,0
2022-01-01 16:00:00,997.958,3181.895,,0,0,0
2022-01-01 17:00:00,2155.011,1547.558,,0,0,0
2022-01-01 18:00:00,3022.8,1229.368,,0,0,0
2022-01-01 19:00:00,3051.726,2097.158,,0,0,0
2022-01-01 20:00:00,3095.116,2892.632,,0,0,0
2022-01-01 21:00:00,2863.705,1880.211,,0,0,0
2022-01-01 22:00:00,5279.053,4281.095,,0,0,0
2022-01-01 23:00:00,8475.411,8446.484,,0,0,0
2022-01-02 00:00:00,8981.621,12076.737,,0,0,0
2022-01-02 01:00:00,13494.126,17254.547,,0,0,0
2022-01-02 02:00:00,17428.105,19612.042,,0,0,0
2022-01-02 03:00:00,18469.453,19120.295,,0,0,0
2022-01-02 04:00:00,19583.116,18990.126,,0,0,0
2022-01-02 05:00:00,20031.474,19308.316,,0,0,0
2022-01-02 06:00:00,20291.811,19901.305,,0,0,0
2022-01-02 07:00:00,20176.105,19612.042,,0,0,0
2022-01-02 08:00:00,19076.905,18715.326,,0,0,0
2022-01-02 09:00:00,17905.389,17963.242,,0,0,0
2022-01-02 10:00:00,14564.4,15302.021,,0,0,0
2022-01-02 11:00:00,14636.716,15822.695,,0,0,0
2022-01-02 12:00:00,15215.242,16733.874,,0,0,0
2022-01-02 13:00:00,14940.442,17297.937,,0,0,0
2022-01-02 14:00:00,13870.168,13421.811,,0,0,0
2022-01-02 15:00:00,11845.326,9806.021,,0,0,0
2022-01-02 16:00:00,11961.032,13566.442,,0,0,0
2022-01-02 17:00:00,13016.842,13233.789,,0,0,0
2022-01-02 18:00:00,11816.4,13204.863,,0,0,0
2022-01-02 19:00:00,10225.453,10731.663,,0,0,0
2022-01-02 20:00:00,16950.821,19886.842,,0,0,0
2022-01-02 21:00:00,19857.916,16039.642,,0,0,0
2022-01-02 22:00:00,19279.389,16994.211,,0,0,0
2022-01-02 23:00:00,14766.884,18990.126,,0,0,0
2022-01-03 00:00:00,12105.663,17211.158,,0,0,0
2022-01-03 01:00:00,13118.084,16039.642,,0,0,0
2022-01-03 02:00:00,13045.768,15518.968,,0,0,0
2022-01-03 03:00:00,16386.758,18440.526,,0,0,0
2022-01-03 04:00:00,19105.832,19915.768,,0,0,0
2022-01-03 05:00:00,17283.474,19409.558,,0,0,0
2022-01-03 06:00:00,15316.484,18729.789,,0,0,0
2022-01-03 07:00:00,14709.032,17471.495,,0,0,0
2022-01-03 08:00:00,13204.863,15967.326,,0,0,0
2022-01-03 09:00:00,13407.347,14246.211,,0,0,0
2022-01-03 10:00:00,12264.758,15417.726,,0,0,0
2022-01-03 11:00:00,13002.379,15056.147,,0,0,0
2022-01-03 12:00:00,13233.789,17153.305,,0,0,0
2022-01-03 13:00:00,16068.568,17948.779,,0,0,0
2022-01-03 14:00:00,15446.653,16488.0,,0,0,0
2022-01-03 15:00:00,16632.632,18585.158,,0,0,0
2022-01-03 16:00:00,16777.263,18802.105,,0,0,0
2022-01-03 17:00:00,15027.221,18599.621,,0,0,0
2022-01-03 18:00:00,15923.937,19496.337,,0,0,0
2022-01-03 19:00:00,17109.916,19828.989,,0,0,0
2022-01-03 20:00:00,17731.832,19062.442,,0,0,0
2022-01-03 21:00:00,19047.979,19192.611,,0,0,0
2022-01-03 22:00:00,19496.337,19944.695,,0,0,0
2022-01-03 23:00:00,18512.842,17833.074,,0,0,0
2022-01-04 00:00:00,16661.558,15721.453,,0,0,0
2022-01-04 01:00:00,16372.295,16820.653,,0,0,0
2022-01-04 02:00:00,17977.705,18382.674,,0,0,0
2022-01-04 03:00:00,18093.411,17673.979,,0,0,0
2022-01-04 04:00:00,17413.642,18209.116,,0,0,0
2022-01-04 05:00:00,17731.832,19091.368,,0,0,0
2022-01-04 06:00:00,16994.211,15952.863,,0,0,0
2022-01-04 07:00:00,13768.926,15142.926,,0,0,0
2022-01-04 08:00:00,17399.179,19293.853,,0,0,0
2022-01-04 09:00:00,13682.147,18990.126,,0,0,0
2022-01-04 10:00:00,6060.063,8923.768,,0,0,0
2022-01-04 11:00:00,2993.874,708.695,,0,0,0
2022-01-04 12:00:00,665.305,289.263,,0,0,0
2022-01-04 13:00:00,621.916,708.695,,0,0,0
2022-01-04 14:00:00,1041.347,1200.442,,0,0,0
2022-01-04 15:00:00,636.379,853.326,,0,0,0
2022-01-04 16:00:00,361.579,477.284,,0,0,0
2022-01-04 17:00:00,448.358,911.179,,0,0,0
2022-01-04 18:00:00,1446.316,1431.853,,0,0,0
2022-01-04 19:00:00,1735.579,1489.705,,0,0,0
2022-01-04 20:00:00,1894.674,1590.947,,0,0,0
2022-01-04 21:00:00,983.495,809.937,,0,0,0
2022-01-04 22:00:00,0.0,0.0,,0,0,0
2022-01-04 23:00:00,0.0,0.0,,0,0,0
2022-01-05 00:00:00,159.095,159.095,,0,0,0
2022-01-05 01:00:00,564.063,636.379,,0,0,0
2022-01-05 02:00:00,1026.884,896.716,,0,0,0
2022-01-05 03:00:00,1171.516,1070.274,,0,0,0
2022-01-05 04:00:00,1605.411,1576.484,,0,0,0
2022-01-05 05:00:00,2169.474,2126.084,,0,0,0
2022-01-05 06:00:00,2979.411,2762.463,,0,0,0
2022-01-05 07:00:00,2429.811,2169.474,,0,0,0
2022-01-05 08:00:00,2834.779,3037.263,,0,0,0
2022-01-05 09:00:00,2574.442,2241.789,,0,0,0
2022-01-05 10:00:00,1735.579,1374.0,,0,0,0
2022-01-05 11:00:00,274.8,462.821,,0,0,0
2022-01-05 12:00:00,101.242,101.242,,0,0,0
2022-01-05 13:00:00,376.042,303.726,,0,0,0
2022-01-05 14:00:00,245.874,202.484,,0,0,0
2022-01-05 15:00:00,303.726,347.116,,0,0,0
2022-01-05 16:00:00,57.853,115.705,,0,0,0
2022-01-05 17:00:00,57.853,28.926,,0,0,0
2022-01-05 18:00:00,173.558,57.853,,0,0,0
2022-01-05 19:00:00,72.316,101.242,,0,0,0
2022-01-05 20:00:00,216.947,390.505,,0,0,0
2022-01-05 21:00:00,694.232,983.495,,0,0,0
2022-01-05 22:00:00,361.579,853.326,,0,0,0
2022-01-05 23:00:00,433.895,506.211,,0,0,0
2022-01-06 00:00:00,1489.705,1619.874,,0,0,0
2022-01-06 01:00:00,2531.053,2704.611,,0,0,0
2022-01-06 02:00:00,1345.074,1489.705,,0,0,0
2022-01-06 03:00:00,1475.242,1330.611,,0,0,0
2022-01-06 04:00:00,6985.705,4526.968,,0,0,0
2022-01-06 05:00:00,9473.368,8504.337,,0,0,0
2022-01-06 06:00:00,10673.811,11020.926,,0,0,0
2022-01-06 07:00:00,10471.326,11845.326,,0,0,0
2022-01-06 08:00:00,10572.568,10890.758,,0,0,0
2022-01-06 09:00:00,8779.137,6031.137,,0,0,0
2022-01-06 10:00:00,6638.589,6117.916,,0,0,0
2022-01-06 11:00:00,5148.884,5452.611,,0,0,0
2022-01-06 12:00:00,5033.179,5047.642,,0,0,0
2022-01-06 13:00:00,6595.2,3181.895,,0,0,0
2022-01-06 14:00:00,3948.442,1836.821,,0,0,0
2022-01-06 15:00:00,1706.653,809.937,,0,0,0
2022-01-06 16:00:00,838.863,260.337,,0,0,0
2022-01-06 17:00:00,491.747,86.779,,0,0,0
2022-01-06 18:00:00,159.095,0.0,,0,0,0
2022-01-06 19:00:00,911.179,448.358,,0,0,0
2022-01-06 20:00:00,274.8,72.316,,0,0,0
2022-01-06 21:00:00,245.874,188.021,,0,0,0
2022-01-06 22:00:00,1287.221,1026.884,,0,0,0
2022-01-06 23:00:00,1316.147,1128.126,,0,0,0
2022-01-07 00:00:00,535.137,245.874,,0,0,0
2022-01-07 01:00:00,28.926,0.0,,0,0,0
2022-01-07 02:00:00,0.0,0.0,,0,0,0
2022-01-07 03:00:00,0.0,0.0,,0,0,0
2022-01-07 04:00:00,0.0,0.0,,0,0,0
2022-01-07 05:00:00,86.779,144.632,,0,0,0
2022-01-07 06:00:00,506.211,723.158,,0,0,0
2022-01-07 07:00:00,4469.116,4541.432,,0,0,0
2022-01-07 08:00:00,6074.526,5076.568,,0,0,0
2022-01-07 09:00:00,6681.979,6305.937,,0,0,0
2022-01-07 10:00:00,5293.516,4237.705,,0,0,0
2022-01-07 11:00:00,2458.737,1243.832,,0,0,0
2022-01-07 12:00:00,838.863,665.305,,0,0,0
2022-01-07 13:00:00,506.211,390.505,,0,0,0
2022-01-07 14:00:00,607.453,636.379,,0,0,0
2022-01-07 15:00:00,433.895,1012.421,,0,0,0
2022-01-07 16:00:00,607.453,1128.126,,0,0,0
2022-01-07 17:00:00,1460.779,1562.021,,0,0,0
2022-01-07 18:00:00,2921.558,3167.432,,0,0,0
2022-01-07 19:00:00,6754.295,6884.463,,0,0,0
2022-01-07 20:00:00,8229.537,10297.768,,0,0,0
2022-01-07 21:00:00,7723.326,8460.947,,0,0,0
2022-01-07 22:00:00,8923.768,10066.358,,0,0,0
2022-01-07 23:00:00,9415.516,11020.926,,0,0,0
2022-01-08 00:00:00,9531.221,11324.653,,0,0,0
2022-01-08 01:00:00,11903.179,11961.032,,0,0,0
2022-01-08 02:00:00,14535.474,16068.568,,0,0,0
2022-01-08 03:00:00,16979.747,16965.284,,0,0,0
2022-01-08 04:00:00,19149.221,19525.263,,0,0,0
2022-01-08 05:00:00,20233.958,20335.2,,0,0,0
2022-01-08 06:00:00,20841.411,20769.095,,0,0,0
2022-01-08 07:00:00,20450.905,20899.263,,0,0,0
2022-01-08 08:00:00,20754.632,21318.695,,0,0,0
2022-01-08 09:00:00,20031.474,21072.821,,0,0,0
2022-01-08 10:00:00,18050.021,20103.789,,0,0,0
2022-01-08 11:00:00,13667.684,18324.821,,0,0,0
2022-01-08 12:00:00,12785.432,16574.779,,0,0,0
2022-01-08 13:00:00,12279.221,14680.105,,0,0,0
2022-01-08 14:00:00,10572.568,13667.684,,0,0,0
2022-01-08 15:00:00,11411.432,14029.263,,0,0,0
2022-01-08 16:00:00,8865.916,7332.821,,0,0,0
2022-01-08 17:00:00,13479.663,12901.137,,0,0,0
2022-01-08 18:00:00,16227.663,19583.116,,0,0,0
2022-01-08 19:00:00,15721.453,19814.526,,0,0,0
2022-01-08 20:00:00,15461.116,18498.379,,0,0,0
2022-01-08 21:00:00,17948.779,19944.695,,0,0,0
2022-01-08 22:00:00,17818.611,19988.084,,0,0,0
2022-01-08 23:00:00,15432.189,18816.568,,0,0,0
2022-01-09 00:00:00,15735.916,17760.758,,0,0,0
2022-01-09 01:00:00,14130.505,16502.463,,0,0,0
2022-01-09 02:00:00,20017.011,20798.021,,0,0,0
2022-01-09 03:00:00,20754.632,20205.032,,0,0,0
2022-01-09 04:00:00,19207.074,16097.495,,0,0,0
2022-01-09 05:00:00,11729.621,7737.789,,0,0,0
2022-01-09 06:00:00,3977.368,2516.589,,0,0,0
2022-01-09 07:00:00,5886.505,11035.389,,0,0,0
2022-01-09 08:00:00,7520.842,8894.842,,0,0,0
2022-01-09 09:00:00,4946.4,4324.484,,0,0,0
2022-01-09 10:00:00,549.6,419.432,,0,0,0
2022-01-09 11:00:00,0.0,14.463,,0,0,0
2022-01-09 12:00:00,0.0,0.0,,0,0,0
2022-01-09 13:00:00,0.0,0.0,,0,0,0
2022-01-09 14:00:00,0.0,0.0,,0,0,0
2022-01-09 15:00:00,0.0,0.0,,0,0,0
2022-01-09 16:00:00,0.0,0.0,,0,0,0
2022-01-09 17:00:00,0.0,0.0,,0,0,0
2022-01-09 18:00:00,0.0,0.0,,0,0,0
2022-01-09 19:00:00,0.0,0.0,,0,0,0
2022-01-09 20:00:00,0.0,0.0,,0,0,0
2022-01-09 21:00:00,0.0,0.0,,0,0,0
2022-01-09 22:00:00,14.463,14.463,,0,0,0
2022-01-09 23:00:00,361.579,448.358,,0,0,0
2022-01-10 00:00:00,404.968,130.168,,0,0,0
2022-01-10 01:00:00,1026.884,954.568,,0,0,0
2022-01-10 02:00:00,1938.063,2024.842,,0,0,0
2022-01-10 03:00:00,2039.305,2126.084,,0,0,0
2022-01-10 04:00:00,2140.547,2328.568,,0,0,0
2022-01-10 05:00:00,3196.358,2791.389,,0,0,0
2022-01-10 06:00:00,4671.6,3702.568,,0,0,0
2022-01-10 07:00:00,2010.379,1880.211,,0,0,0
2022-01-10 08:00:00,2010.379,1489.705,,0,0,0
2022-01-10 09:00:00,1012.421,607.453,,0,0,0
2022-01-10 10:00:00,694.232,506.211,,0,0,0
2022-01-10 11:00:00,347.116,130.168,,0,0,0
2022-01-10 12:00:00,231.411,390.505,,0,0,0
2022-01-10 13:00:00,781.011,2270.716,,0,0,0
2022-01-10 14:00:00,1055.811,2415.347,,0,0,0
2022-01-10 15:00:00,2010.379,2617.832,,0,0,0
2022-01-10 16:00:00,997.958,1663.263,,0,0,0
2022-01-10 17:00:00,4237.705,2617.832,,0,0,0
2022-01-10 18:00:00,6002.211,5047.642,,0,0,0
2022-01-10 19:00:00,2241.789,1504.168,,0,0,0
2022-01-10 20:00:00,2993.874,3731.495,,0,0,0
2022-01-10 21:00:00,2053.768,3080.653,,0,0,0
2022-01-10 22:00:00,2661.221,4064.147,,0,0,0
2022-01-10 23:00:00,6927.853,6812.147,,0,0,0
2022-01-11 00:00:00,15316.484,16835.116,,0,0,0
2022-01-11 01:00:00,20393.053,20089.326,,0,0,0
2022-01-11 02:00:00,20494.295,20103.789,,0,0,0
2022-01-11 03:00:00,20581.074,19915.768,,0,0,0
2022-01-11 04:00:00,20378.589,20537.684,,0,0,0
2022-01-11 05:00:00,18382.674,19120.295,,0,0,0
2022-01-11 06:00:00,18932.274,18975.663,,0,0,0
2022-01-11 07:00:00,18802.105,18426.063,,0,0,0
2022-01-11 08:00:00,15345.411,18715.326,,0,0,0
2022-01-11 09:00:00,16357.832,19019.053,,0,0,0
2022-01-11 10:00:00,13855.705,18932.274,,0,0,0
2022-01-11 11:00:00,12018.884,15764.842,,0,0,0
2022-01-11 12:00:00,11642.842,15649.137,,0,0,0
2022-01-11 13:00:00,11671.768,12958.989,,0,0,0
2022-01-11 14:00:00,15620.211,11512.674,,0,0,0
2022-01-11 15:00:00,13971.411,14709.032,,0,0,0
2022-01-11 16:00:00,13392.884,12293.684,,0,0,0
2022-01-11 17:00:00,13465.2,12597.411,,0,0,0
2022-01-11 18:00:00,14680.105,17428.105,,0,0,0
2022-01-11 19:00:00,13768.926,16516.926,,0,0,0
2022-01-11 20:00:00,15056.147,18888.884,,0,0,0
2022-01-11 21:00:00,14116.042,19395.095,,0,0,0
2022-01-11 22:00:00,16126.421,20219.495,,0,0,0
2022-01-11 23:00:00,14217.284,19424.021,,0,0,0
2022-01-12 00:00:00,15461.116,20450.905,,0,0,0
2022-01-12 01:00:00,17529.347,20754.632,,0,0,0
2022-01-12 02:00:00,17283.474,20378.589,,0,0,0
2022-01-12 03:00:00,17457.032,20667.853,,0,0,0
2022-01-12 04:00:00,17457.032,20378.589,,0,0,0
2022-01-12 05:00:00,15851.621,20349.663,,0,0,0
2022-01-12 06:00:00,13985.874,19019.053,,0,0,0
2022-01-12 07:00:00,15779.305,19988.084,,0,0,0
2022-01-12 08:00:00,14217.284,18252.505,,0,0,0
2022-01-12 09:00:00,14072.653,17052.063,,0,0,0
2022-01-12 10:00:00,11773.011,13942.484,,0,0,0
2022-01-12 11:00:00,5539.389,9502.295,,0,0,0
2022-01-12 12:00:00,7998.126,7217.116,,0,0,0
2022-01-12 13:00:00,6898.926,11252.337,,0,0,0
2022-01-12 14:00:00,5206.737,12366.0,,0,0,0
2022-01-12 15:00:00,8504.337,12047.811,,0,0,0
2022-01-12 16:00:00,9965.116,12857.747,,0,0,0
2022-01-12 17:00:00,11961.032,14159.432,,0,0,0
2022-01-12 18:00:00,17370.253,20277.347,,0,0,0
2022-01-12 19:00:00,17182.232,21014.968,,0,0,0
2022-01-12 20:00:00,17283.474,21101.747,,0,0,0
2022-01-12 21:00:00,14434.232,20696.779,,0,0,0
2022-01-12 22:00:00,13523.053,19438.484,,0,0,0
2022-01-12 23:00:00,13436.274,19438.484,,0,0,0
2022-01-13 00:00:00,14029.263,19120.295,,0,0,0
2022-01-13 01:00:00,12756.505,18903.347,,0,0,0
2022-01-13 02:00:00,13291.642,19525.263,,0,0,0
2022-01-13 03:00:00,12698.653,18845.495,,0,0,0
2022-01-13 04:00:00,12626.337,17833.074,,0,0,0
2022-01-13 05:00:00,12742.042,17326.863,,0,0,0
2022-01-13 06:00:00,12727.579,17818.611,,0,0,0
2022-01-13 07:00:00,12713.116,17876.463,,0,0,0
2022-01-13 08:00:00,12828.821,18165.726,,0,0,0
2022-01-13 09:00:00,12452.779,20306.274,,0,0,0
2022-01-13 10:00:00,13580.905,18093.411,,0,0,0
2022-01-13 11:00:00,12120.126,17601.663,,0,0,0
2022-01-13 12:00:00,14463.158,17572.737,,0,0,0
2022-01-13 13:00:00,15996.253,15041.684,,0,0,0
2022-01-13 14:00:00,15605.747,18252.505,,0,0,0
2022-01-13 15:00:00,15041.684,18657.474,,0,0,0
2022-01-13 16:00:00,15229.705,20118.253,,0,0,0
2022-01-13 17:00:00,16126.421,20942.653,,0,0,0
2022-01-13 18:00:00,14651.179,17717.368,,0,0,0
2022-01-13 19:00:00,14217.284,15128.463,,0,0,0
2022-01-13 20:00:00,13248.253,15851.621,,0,0,0
2022-01-13 21:00:00,14998.295,18744.253,,0,0,0
2022-01-13 22:00:00,15576.821,18946.737,,0,0,0
2022-01-13 23:00:00,14289.6,19785.6,,0,0,0
2022-01-14 00:00:00,13335.032,18888.884,,0,0,0
2022-01-14 01:00:00,17283.474,20205.032,,0,0,0
2022-01-14 02:00:00,17240.084,20711.242,,0,0,0
2022-01-14 03:00:00,17269.011,19944.695,,0,0,0
2022-01-14 04:00:00,16806.189,19944.695,,0,0,0
2022-01-14 05:00:00,16690.484,20393.053,,0,0,0
2022-01-14 06:00:00,16950.821,18223.579,,0,0,0
2022-01-14 07:00:00,17138.842,15142.926,,0,0,0
2022-01-14 08:00:00,17182.232,15562.358,,0,0,0
2022-01-14 09:00:00,14839.2,9025.011,,0,0,0
2022-01-14 10:00:00,9270.884,6479.495,,0,0,0
2022-01-14 11:00:00,6421.642,3543.474,,0,0,0
2022-01-14 12:00:00,1750.042,1055.811,,0,0,0
2022-01-14 13:00:00,1330.611,1084.737,,0,0,0
2022-01-14 14:00:00,1171.516,665.305,,0,0,0
2022-01-14 15:00:00,1243.832,1012.421,,0,0,0
2022-01-14 16:00:00,2588.905,1619.874,,0,0,0
2022-01-14 17:00:00,3427.768,2328.568,,0,0,0
2022-01-14 18:00:00,6971.242,4555.895,,0,0,0
2022-01-14 19:00:00,8851.453,8272.926,,0,0,0
2022-01-14 20:00:00,11165.558,8258.463,,0,0,0
2022-01-14 21:00:00,7694.4,7058.021,,0,0,0
2022-01-14 22:00:00,6262.547,4093.074,,0,0,0
2022-01-14 23:00:00,9675.853,8084.905,,0,0,0
2022-01-15 00:00:00,15649.137,19047.979,,0,0,0
2022-01-15 01:00:00,17645.053,20971.579,,0,0,0
2022-01-15 02:00:00,17688.442,21231.916,,0,0,0
2022-01-15 03:00:00,17543.811,20277.347,,0,0,0
2022-01-15 04:00:00,16878.505,15909.474,,0,0,0
2022-01-15 05:00:00,15359.874,16357.832,,0,0,0
2022-01-15 06:00:00,15692.526,18541.768,,0,0,0
2022-01-15 07:00:00,15981.789,16791.726,,0,0,0
2022-01-15 08:00:00,16299.979,16748.337,,0,0,0
2022-01-15 09:00:00,16299.979,16256.589,,0,0,0
2022-01-15 10:00:00,15244.168,17095.453,,0,0,0
2022-01-15 11:00:00,14911.516,17457.032,,0,0,0
2022-01-15 12:00:00,13363.958,19033.516,,0,0,0
2022-01-15 13:00:00,13262.716,19713.284,,0,0,0
2022-01-15 14:00:00,8952.695,17847.537,,0,0,0
